DateTime,Name,Country,Volatility,Actual,Previous,Consensus
07/19/2016 15:30:00,52-Week Bill auction,United States,1,0.550,0.560,
07/19/2016 15:30:00,4-Week Bill Auction,United States,1,0.275,0.290,
07/20/2016 08:30:00,Claimant Count Rate,United Kingdom,2,2.200,2.200,
07/20/2016 08:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,2,2.200,2.300,2.300
07/20/2016 08:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,2,2.300,2.000,2.300
07/20/2016 08:30:00,ILO Unemployment Rate (3M),United Kingdom,2,4.900,5.000,5.000
07/20/2016 08:30:00,Claimant Count Change,United Kingdom,2,0.400,-0.400,3.500
07/20/2016 21:00:00,RBNZ Economic assessment,New Zealand,0,,,
07/21/2016 11:45:00,ECB deposit rate decision,European Monetary Union,3,-0.400,-0.400,-0.400
07/21/2016 12:30:00,Initial Jobless Claims,United States,2,253.000,254.000,265.000
07/21/2016 12:30:00,Continuing Jobless Claims,United States,1,2.128,2.149,2.145
07/21/2016 12:30:00,ECB Monetary policy statement and press conference,European Monetary Union,3,,,
07/23/2016 00:00:00,G20 Meeting,European Monetary Union,2,,,
07/24/2016 00:00:00,G20 Meeting,European Monetary Union,2,,,
07/25/2016 07:30:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
07/25/2016 15:30:00,3-Month Bill Auction,United States,1,0.320,0.320,
07/25/2016 15:30:00,6-Month Bill Auction,United States,1,0.425,0.430,
07/25/2016 17:00:00,2-Year Note Auction,United States,1,0.760,0.745,
07/26/2016 15:30:00,4-Week Bill Auction,United States,1,0.270,0.275,
07/26/2016 17:00:00,5-Year Note Auction,United States,1,1.180,1.218,
07/27/2016 09:50:00,30-y Bond Auction,Germany,1,0.450,0.650,
07/27/2016 18:00:00,Fed's Monetary Policy Statement,United States,3,,,
07/28/2016 07:55:00,Unemployment Change,Germany,2,-7.000,-6.000,-3.000
07/28/2016 07:55:00,Unemployment Rate s.a.,Germany,2,6.100,6.100,6.100
07/28/2016 10:56:37,5-y Bond Auction,Italy,1,0.260,0.330,
07/28/2016 10:56:41,10-y Bond Auction,Italy,1,1.240,1.350,
07/28/2016 12:30:00,Continuing Jobless Claims,United States,2,2.139,2.128,2.130
07/28/2016 12:30:00,Initial Jobless Claims,United States,2,266.000,253.000,260.000
07/28/2016 17:00:00,7-Year Note Auction,United States,1,1.340,1.497,
07/29/2016 08:00:00,Unemployment,Italy,2,11.600,11.500,11.400
07/29/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.100,10.100,10.100
07/29/2016 12:30:00,Employment cost index,United States,1,0.600,0.600,0.600
07/29/2016 13:30:00,FOMC Member Williams speech,United States,1,,,
07/29/2016 20:00:00,Bank Stress Test Info,European Monetary Union,3,,,
08/01/2016 01:15:00,Fed's William Dudley speech,United States,1,,,
08/01/2016 15:30:00,3-Month Bill Auction,United States,1,0.285,0.320,
08/01/2016 15:30:00,6-Month Bill Auction,United States,1,0.395,0.425,
08/01/2016 19:00:00,Loan Officer Survey,United States,1,,,
08/02/2016 03:00:00,RBNZ Inflation Expectations (YoY),New Zealand,1,1.700,1.600,
08/02/2016 15:29:44,GDT Price Index,New Zealand,1,6.600,0.000,
08/02/2016 15:30:00,4-Week Bill Auction,United States,1,0.260,0.270,
08/02/2016 22:45:00,Labour cost index (QoQ),New Zealand,1,0.400,0.400,0.500
08/02/2016 22:45:00,Labour cost index (YoY),New Zealand,1,1.600,1.800,1.800
08/03/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,3,,,
08/03/2016 12:15:00,ADP Employment Change,United States,2,179.000,172.000,170.000
08/04/2016 08:00:00,Economic Bulletin,European Monetary Union,2,,,
08/04/2016 09:11:21,10-y Bond Auction,France,1,0.190,0.730,
08/04/2016 11:00:00,BoE Asset Purchase Facility,United Kingdom,3,435.000,375.000,375.000
08/04/2016 11:00:00,Monetary Policy Summary,United Kingdom,3,,,
08/04/2016 11:00:00,Bank of England Quarterly Inflation Report,United Kingdom,2,,,
08/04/2016 11:00:00,BOE MPC Vote Unchanged,United Kingdom,3,0.000,8.000,1.000
08/04/2016 11:00:00,BOE MPC Vote Cut,United Kingdom,3,9.000,1.000,8.000
08/04/2016 11:00:00,Bank of England Minutes,United Kingdom,3,,,
08/04/2016 11:00:00,BOE MPC Vote Hike,United Kingdom,3,0.000,0.000,0.000
08/04/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,45.346,38.536,
08/04/2016 11:30:00,BOE's Governor Carney speech,United Kingdom,3,,,
08/04/2016 12:30:00,Continuing Jobless Claims,United States,1,2.138,2.139,2.130
08/04/2016 12:30:00,Initial Jobless Claims,United States,2,269.000,266.000,265.000
08/05/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,615.000,609.000,
08/05/2016 12:30:00,Average Hourly Earnings (YoY),United States,1,2.600,2.600,2.600
08/05/2016 12:30:00,Nonfarm Payrolls,United States,3,255.000,287.000,180.000
08/05/2016 12:30:00,Unemployment Rate,United States,3,4.900,4.900,4.800
08/05/2016 12:30:00,Average Hourly Earnings (MoM),United States,1,0.300,0.100,0.200
08/05/2016 12:30:00,Labor Force Participation Rate,United States,2,62.800,62.700,
08/05/2016 12:30:00,Average Weekly Hours,United States,2,34.500,34.400,34.400
08/08/2016 14:00:00,Labor Market Conditions Index,United States,2,1.000,-1.900,
08/08/2016 15:30:00,3-Month Bill Auction,United States,1,0.305,0.285,
08/08/2016 15:30:00,6-Month Bill Auction,United States,1,0.440,0.395,
08/09/2016 05:45:00,Unemployment Rate s.a (MoM),Switzerland,2,3.300,3.300,3.300
08/09/2016 12:30:00,Unit Labor Costs,United States,1,2.000,4.500,1.800
08/09/2016 15:30:00,4-Week Bill Auction,United States,1,0.270,0.260,
08/09/2016 17:00:00,3-Year Note Auction,United States,1,0.850,0.765,
08/10/2016 09:30:00,10-y Bond Auction,Germany,2,-0.090,-0.050,
08/10/2016 14:00:00,JOLTS Job Openings,United States,1,5.624,5.500,5.520
08/10/2016 17:00:00,10-Year Note Auction,United States,2,1.503,1.516,
"08/10/2016 21:00:00,""Monetary Policy Statement "",New Zealand,3,,,"
08/10/2016 22:00:00,RBNZ Press Conference,New Zealand,3,,,
08/11/2016 12:30:00,Initial Jobless Claims,United States,2,266.000,269.000,265.000
08/11/2016 12:30:00,Continuing Jobless Claims,United States,1,2.155,2.138,2.140
08/11/2016 17:00:00,30-Year Bond Auction,United States,1,2.274,2.172,
08/12/2016 06:45:00,Nonfarm Payrolls (QoQ),France,1,0.200,0.300,0.200
08/15/2016 10:00:00,German Buba Monthly Report,Germany,1,,,
08/15/2016 15:30:00,3-Month Bill Auction,United States,1,0.300,0.305,
08/15/2016 15:30:00,6-Month Bill Auction,United States,1,0.445,0.440,
08/15/2016 20:30:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
08/16/2016 15:01:34,GDT Price Index,New Zealand,1,12.700,6.600,
08/16/2016 15:30:00,52-Week Bill auction,United States,1,0.570,0.550,
08/16/2016 15:30:00,4-Week Bill Auction,United States,1,0.275,0.270,
08/16/2016 16:30:00,Fed's Lockhart speech,United States,1,,,
08/16/2016 22:45:00,Participation Rate,New Zealand,2,69.700,69.000,68.800
08/16/2016 22:45:00,Employment Change,New Zealand,2,2.400,1.200,0.600
08/16/2016 22:45:00,Unemployment Rate,New Zealand,2,5.100,5.700,5.300
08/17/2016 08:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,1,2.300,2.200,2.300
08/17/2016 08:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,1,2.400,2.300,2.400
08/17/2016 08:30:00,ILO Unemployment Rate (3M),United Kingdom,1,4.900,4.900,4.900
08/17/2016 08:30:00,Claimant Count Change,United Kingdom,1,-8.600,0.400,9.500
08/17/2016 08:30:00,Claimant Count Rate,United Kingdom,1,2.200,2.200,2.200
08/17/2016 17:00:00,Fed's Bullard speech,United States,1,,,
08/17/2016 18:00:00,FOMC Minutes,United States,3,,,
08/18/2016 05:30:00,ILO Unemployment,France,1,9.900,10.200,
08/18/2016 11:30:00,ECB Monetary Policy Meeting Accounts,European Monetary Union,3,,,
08/18/2016 12:30:00,Continuing Jobless Claims,United States,1,2.175,2.155,2.140
08/18/2016 12:30:00,Initial Jobless Claims,United States,2,262.000,266.000,265.000
08/18/2016 14:05:00,Fed's William Dudley speech,United States,1,,,
08/18/2016 20:00:00,FOMC Member Williams speech,United States,1,,,
08/22/2016 15:30:00,3-Month Bill Auction,United States,1,0.310,0.300,
08/22/2016 15:30:00,6-Month Bill Auction,United States,1,0.450,0.445,
08/22/2016 21:00:00,RBNZ Governor Wheeler Speech,New Zealand,2,,,
08/23/2016 15:30:00,4-Week Bill Auction,United States,1,0.275,0.275,
08/23/2016 17:00:00,2-Year Note Auction,United States,1,0.760,0.760,
08/24/2016 17:00:00,5-Year Note Auction,United States,1,1.125,1.180,
08/25/2016 00:00:00,Jackson Hole Symposium,United States,3,,,
08/25/2016 06:45:00,Individual Investment (Current Year),France,1,6.000,7.000,
08/25/2016 12:30:00,Continuing Jobless Claims,United States,1,2.145,2.175,2.153
08/25/2016 12:30:00,Initial Jobless Claims,United States,2,261.000,262.000,265.000
08/25/2016 17:00:00,7-Year Note Auction,United States,1,1.423,1.340,
08/26/2016 00:00:00,Jackson Hole Symposium,United States,3,,,
08/26/2016 14:00:00,Fed's Yellen Speech,United States,3,,,
08/29/2016 15:30:00,3-Month Bill Auction,United States,1,0.335,0.310,
08/29/2016 15:30:00,6-Month Bill Auction,United States,1,0.480,0.450,
08/30/2016 07:15:00,Employment Level (QoQ),Switzerland,1,4.903,4.878,
08/30/2016 09:38:41,10-y Bond Auction,Italy,1,1.140,1.240,
08/30/2016 09:38:46,5-y Bond Auction,Italy,1,0.190,0.260,
08/30/2016 15:30:00,4-Week Bill Auction,United States,1,0.255,0.275,
08/31/2016 07:55:00,Unemployment Rate s.a.,Germany,3,6.100,6.100,6.100
08/31/2016 07:55:00,Unemployment Change,Germany,3,-7.000,-7.000,-5.000
08/31/2016 08:00:00,Unemployment,Italy,2,11.400,11.600,11.600
08/31/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.100,10.100,10.000
08/31/2016 12:15:00,ADP Employment Change,United States,2,177.000,179.000,175.000
09/01/2016 09:17:59,10-y Bond Auction,France,1,0.260,0.190,
09/01/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,32.188,45.346,
09/01/2016 12:30:00,Initial Jobless Claims,United States,2,263.000,261.000,265.000
09/01/2016 12:30:00,Continuing Jobless Claims,United States,1,2.159,2.145,2.145
09/01/2016 12:30:00,Unit Labor Costs,United States,2,4.300,2.000,2.100
09/01/2016 16:25:00,FOMC Member Mester speech,United States,1,,,
09/01/2016 18:00:00,ECB's Nowotny Speech,European Monetary Union,2,,,
09/02/2016 12:30:00,Average Hourly Earnings (MoM),United States,1,0.100,0.300,0.200
09/02/2016 12:30:00,Labor Force Participation Rate,United States,2,62.800,62.800,
09/02/2016 12:30:00,Average Weekly Hours,United States,2,34.300,34.500,34.500
09/02/2016 12:30:00,Unemployment Rate,United States,3,4.900,4.900,4.800
09/02/2016 12:30:00,Nonfarm Payrolls,United States,3,151.000,255.000,180.000
09/02/2016 12:30:00,Average Hourly Earnings (YoY),United States,2,2.400,2.600,
09/02/2016 17:00:00,Fed's Lacker speech,United States,1,,,
09/04/2016 00:00:00,G20 Meeting,European Monetary Union,2,,,
09/05/2016 00:00:00,G20 Meeting,European Monetary Union,2,,,
09/06/2016 10:09:19,10-y Bond Auction,United Kingdom,1,0.690,0.910,
09/06/2016 14:00:00,Labor Market Conditions Index,United States,2,-0.700,1.000,
09/06/2016 14:46:11,GDT Price Index,New Zealand,3,7.700,12.700,
09/06/2016 15:30:00,4-Week Bill Auction,United States,1,0.250,0.255,
09/06/2016 15:30:00,3-Month Bill Auction,United States,1,0.335,0.335,
09/06/2016 15:30:00,6-Month Bill Auction,United States,1,0.470,0.480,
09/06/2016 16:15:00,SNB Chairman Jordan Speech,Switzerland,2,,,
09/07/2016 01:15:00,FOMC Member Williams speech,United States,1,,,
09/07/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,627.000,615.000,
09/07/2016 09:15:00,MPC Member Cunliffe Speech,United Kingdom,1,,,
09/07/2016 09:36:37,10-y Bond Auction,Germany,2,-0.110,-0.090,
09/07/2016 14:00:00,JOLTS Job Openings,United States,1,5.871,5.624,
09/07/2016 14:00:00,Fed's George Speech,United States,1,,,
09/07/2016 18:00:00,Fed's Beige Book,United States,2,,,
09/08/2016 05:30:00,Nonfarm Payrolls (QoQ),France,1,0.200,0.200,
09/08/2016 11:45:00,ECB deposit rate decision,European Monetary Union,3,-0.400,-0.400,-0.400
09/08/2016 12:30:00,Initial Jobless Claims,United States,2,259.000,263.000,265.000
09/08/2016 12:30:00,Continuing Jobless Claims,United States,2,2.144,2.159,2.153
09/08/2016 12:30:00,ECB Monetary policy statement and press conference,European Monetary Union,3,,,
09/09/2016 00:00:00,Eurogroup meeting,European Monetary Union,2,,,
09/09/2016 05:45:00,Unemployment Rate s.a (MoM),Switzerland,3,3.400,3.300,
09/09/2016 11:45:00,Federal Reserve Bank of Boston President Rosengren Speech,United States,1,,,
09/10/2016 00:00:00,EcoFin Meeting,European Monetary Union,2,,,
09/12/2016 12:05:00,Fed's Lockhart speech,United States,1,,,
09/12/2016 15:30:00,3-Month Bill Auction,United States,1,0.375,0.335,
09/12/2016 15:30:00,6-Month Bill Auction,United States,1,0.540,0.470,
09/12/2016 17:00:00,3-Year Note Auction,United States,1,0.947,0.850,
09/12/2016 17:00:00,10-Year Note Auction,United States,2,1.699,1.503,
09/12/2016 17:15:00,FOMC Member Brainard Speech,United States,1,,,
09/13/2016 09:00:00,Employment Change (YoY),European Monetary Union,1,1.400,1.400,
09/13/2016 09:00:00,Employment Change (QoQ),European Monetary Union,1,0.400,0.300,
09/13/2016 10:45:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/13/2016 15:30:00,52-Week Bill auction,United States,1,0.630,0.570,
09/13/2016 15:30:00,4-Week Bill Auction,United States,1,0.250,0.250,
09/13/2016 17:00:00,30-Year Bond Auction,United States,1,2.475,2.274,
09/14/2016 08:30:00,Claimant Count Change,United Kingdom,2,2.400,-8.600,1.800
09/14/2016 08:30:00,ILO Unemployment Rate (3M),United Kingdom,2,4.900,4.900,4.900
09/14/2016 08:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,2,2.300,2.400,2.100
09/14/2016 08:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,2,2.100,2.300,2.200
09/14/2016 08:30:00,Claimant Count Rate,United Kingdom,2,2.200,2.200,
09/14/2016 10:21:11,30-y Bond Auction,Germany,1,0.620,0.450,
09/15/2016 11:00:00,BoE Asset Purchase Facility,United Kingdom,3,435.000,435.000,435.000
09/15/2016 11:00:00,Monetary Policy Summary,United Kingdom,3,,,
09/15/2016 11:00:00,BOE MPC Vote Cut,United Kingdom,3,0.000,9.000,0.000
09/15/2016 11:00:00,Bank of England Minutes,United Kingdom,3,,,
09/15/2016 11:00:00,BOE MPC Vote Hike,United Kingdom,3,0.000,0.000,0.000
09/15/2016 11:00:00,BOE MPC Vote Unchanged,United Kingdom,3,9.000,0.000,9.000
09/15/2016 12:30:00,Continuing Jobless Claims,United States,1,2.143,2.144,2.140
09/15/2016 12:30:00,Initial Jobless Claims,United States,2,260.000,259.000,265.000
09/16/2016 00:00:00,EU leaders summit,European Monetary Union,3,,,
09/16/2016 09:00:00,Labour cost,European Monetary Union,2,1.000,1.700,
09/19/2016 09:00:00,German Buba Monthly Report,Germany,1,,,
09/19/2016 15:30:00,3-Month Bill Auction,United States,1,0.305,0.375,
09/19/2016 15:30:00,6-Month Bill Auction,United States,1,0.500,0.540,
09/20/2016 10:35:45,30-y Bond Auction,United Kingdom,1,1.530,2.100,
09/20/2016 14:12:30,GDT Price Index,New Zealand,3,1.700,7.700,
09/20/2016 15:30:00,4-Week Bill Auction,United States,1,0.180,0.250,
09/21/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,1,,,
09/21/2016 11:00:00,BoE Quarterly Bulletin,United Kingdom,1,,,
09/21/2016 13:00:00,SNB Quarterly Bulletin,Switzerland,2,,,
09/21/2016 18:00:00,FOMC Economic Projections,United States,3,,,
09/21/2016 18:00:00,Fed's Monetary Policy Statement,United States,3,,,
09/21/2016 18:30:00,FOMC Press conference,United States,3,,,
09/22/2016 08:00:00,Economic Bulletin,European Monetary Union,2,,,
09/22/2016 09:30:00,Targeted LTRO,European Monetary Union,3,45.300,399.300,
09/22/2016 12:30:00,Initial Jobless Claims,United States,2,252.000,260.000,262.000
09/22/2016 12:30:00,Continuing Jobless Claims,United States,1,2.113,2.143,2.143
09/22/2016 13:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/22/2016 13:30:00,MPC Member Cunliffe Speech,United Kingdom,1,,,
09/22/2016 17:00:00,BOE's Governor Carney speech,United Kingdom,3,,,
09/23/2016 16:00:00,Fed's Lockhart speech,United States,2,,,
09/23/2016 16:00:00,FOMC Member Mester speech,United States,2,,,
09/23/2016 16:00:00,FOMC Member Harker Speech,United States,2,,,
09/24/2016 02:00:00,Daylight Saving Time,New Zealand,0,,,
09/26/2016 00:00:00,OPEC meeting,United States,2,,,
09/26/2016 09:30:00,SNB Chairman Jordan Speech,Switzerland,2,,,
09/26/2016 15:05:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/26/2016 15:30:00,3-Month Bill Auction,United States,1,0.250,0.305,
09/26/2016 15:30:00,6-Month Bill Auction,United States,1,0.420,0.500,
09/26/2016 15:45:00,Fed's Tarullo speech,United States,1,,,
09/26/2016 16:00:00,ECB's Nowotny Speech,European Monetary Union,1,,,
09/26/2016 17:00:00,2-Year Note Auction,United States,1,0.750,0.760,
09/27/2016 00:00:00,OPEC meeting,United States,2,,,
09/27/2016 15:15:00,Fed's Stanley Fischer speech,United States,2,,,
09/27/2016 15:30:00,4-Week Bill Auction,United States,1,0.160,0.180,
09/28/2016 00:00:00,OPEC meeting,United States,2,,,
09/28/2016 09:00:00,ECB President Draghi's Speech,European Monetary Union,3,,,
09/28/2016 14:00:00,Fed's Yellen testifies,United States,3,,,
09/28/2016 14:10:00,Fed's Bullard speech,United States,2,,,
09/28/2016 17:00:00,7-Year Note Auction,United States,1,1.389,1.423,
09/28/2016 17:30:00,Fed's Evans Speech,United States,1,,,
09/28/2016 20:35:00,FOMC Member Mester speech,United States,1,,,
09/28/2016 23:15:00,Fed's George Speech,United States,1,,,
09/29/2016 07:55:00,Unemployment Rate s.a.,Germany,2,6.100,6.100,6.100
09/29/2016 07:55:00,Unemployment Change,Germany,2,1.000,-7.000,-5.000
09/29/2016 09:00:00,FOMC Member Harker Speech,United States,1,,,
09/29/2016 09:39:57,10-y Bond Auction,Italy,1,1.210,1.140,
09/29/2016 09:40:02,5-y Bond Auction,Italy,1,0.280,0.190,
09/29/2016 12:30:00,Continuing Jobless Claims,United States,1,2.062,2.113,2.130
09/29/2016 12:30:00,Initial Jobless Claims,United States,2,254.000,252.000,260.000
09/29/2016 12:50:00,Fed's Lockhart speech,United States,1,,,
09/29/2016 14:00:00,FOMC Member Powell Speech,United States,1,,,
09/29/2016 20:00:00,Fed's Yellen Speech,United States,3,,,
09/30/2016 08:00:00,Unemployment,Italy,2,11.400,11.400,11.400
09/30/2016 09:00:00,Unemployment Rate,European Monetary Union,2,10.100,10.100,10.000
10/03/2016 15:30:00,3-Month Bill Auction,United States,1,0.310,0.250,
10/03/2016 15:30:00,6-Month Bill Auction,United States,1,0.490,0.420,
10/04/2016 01:30:00,RBNZ Governor Wheeler Speech,New Zealand,1,,,
10/04/2016 14:05:54,GDT Price Index,New Zealand,1,-3.000,1.700,
10/04/2016 15:30:00,4-Week Bill Auction,United States,1,0.260,0.160,
10/05/2016 00:40:00,Fed's Evans Speech,United States,1,,,
10/05/2016 07:00:00,Non-monetary policy's ECB meeting,European Monetary Union,1,,,
10/05/2016 09:48:36,10-y Bond Auction,Germany,2,-0.030,-0.110,
10/05/2016 12:15:00,ADP Employment Change,United States,2,154.000,177.000,166.000
10/06/2016 09:00:00,10-y Bond Auction,France,1,0.280,0.260,
10/06/2016 09:30:00,30-y Bond Auction,United Kingdom,1,1.490,1.530,
10/06/2016 11:30:00,Challenger Job Cuts (YoY),United States,1,44.324,32.188,
10/06/2016 11:30:00,ECB Monetary Policy Meeting Accounts,European Monetary Union,3,,,
10/06/2016 12:30:00,Continuing Jobless Claims,United States,1,2.058,2.062,
10/06/2016 12:30:00,Initial Jobless Claims,United States,2,249.000,254.000,256.000
10/07/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
10/07/2016 07:00:00,Foreign Currency Reserves,Switzerland,1,628.000,627.000,
10/07/2016 12:30:00,Average Hourly Earnings (YoY),United States,2,2.600,2.400,
10/07/2016 12:30:00,Nonfarm Payrolls,United States,3,156.000,151.000,175.000
10/07/2016 12:30:00,Average Weekly Hours,United States,1,34.400,34.300,34.400
10/07/2016 12:30:00,Labor Force Participation Rate,United States,2,62.900,62.800,
10/07/2016 12:30:00,Average Hourly Earnings (MoM),United States,2,0.200,0.100,0.200
10/07/2016 12:30:00,Unemployment Rate,United States,3,5.000,4.900,4.900
10/07/2016 14:30:00,Fed's Stanley Fischer speech,United States,2,,,
10/07/2016 16:45:00,FOMC Member Mester speech,United States,1,,,
10/07/2016 19:00:00,Fed's George Speech,United States,1,,,
10/07/2016 20:00:00,FOMC Member Brainard Speech,United States,1,,,
10/08/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
10/09/2016 00:00:00,IMF Meeting,European Monetary Union,2,,,
10/10/2016 05:45:00,Unemployment Rate s.a (MoM),Switzerland,3,3.300,3.400,3.400
10/11/2016 02:00:00,Fed's Evans Speech,United States,1,,,
10/11/2016 03:00:00,RBNZ Assistant Governor McDermott Speech,New Zealand,2,,,
10/11/2016 14:00:00,Labor Market Conditions Index,United States,2,,-0.700,
10/11/2016 15:30:00,52-Week Bill auction,United States,1,,0.630,
10/11/2016 15:30:00,4-Week Bill Auction,United States,1,,0.260,
10/11/2016 15:30:00,3-Month Bill Auction,United States,1,,0.310,
10/11/2016 15:30:00,6-Month Bill Auction,United States,1,,0.490,
